S. No.,Date,Region,Confirmed Cases,Cured/Discharged,Death
16661,11-10-2021,Puducherry,127053,124549,1846
16662,12-10-2021,Puducherry,127095,124608,1848
16663,13-10-2021,Puducherry,127151,124686,1848
16664,14-10-2021,Puducherry,127210,124710,1849
16665,15-10-2021,Puducherry,127259,124763,1849
16666,16-10-2021,Puducherry,127296,124836,1849
16667,17-10-2021,Puducherry,127344,124897,1849
16668,18-10-2021,Puducherry,127396,124961,1850
16669,19-10-2021,Puducherry,127424,125051,1850
16670,20-10-2021,Puducherry,127479,125137,1852
16671,21-10-2021,Puducherry,127521,125208,1852
16672,22-10-2021,Puducherry,127564,125258,1852
16673,23-10-2021,Puducherry,127621,125314,1853
16674,24-10-2021,Puducherry,127674,125362,1855
16675,25-10-2021,Puducherry,127735,125411,1857
16676,26-10-2021,Puducherry,127765,125454,1857
16677,27-10-2021,Puducherry,127806,125496,1857
16678,28-10-2021,Puducherry,127846,125546,1857
16679,29-10-2021,Puducherry,127891,125581,1857
16680,30-10-2021,Puducherry,127936,125633,1857
16681,31-10-2021,Puducherry,127975,125681,1857
16682,01-11-2021,Puducherry,128013,125726,1857
16683,02-11-2021,Puducherry,128056,125779,1858
16684,04-11-2021,Puducherry,128106,125888,1859
16685,05-11-2021,Puducherry,128134,125924,1860
16686,06-11-2021,Puducherry,128145,125964,1861
16687,07-11-2021,Puducherry,128165,125999,1862
16688,08-11-2021,Puducherry,128200,126043,1862
16689,09-11-2021,Puducherry,128224,126092,1862
16690,10-11-2021,Puducherry,128263,126134,1862
16691,11-11-2021,Puducherry,128302,126167,1863
16692,12-11-2021,Puducherry,128332,126209,1863
16693,14-11-2021,Puducherry,128401,126263,1863
16694,15-11-2021,Puducherry,128444,126282,1865
16695,16-11-2021,Puducherry,128462,126291,1866
16696,17-11-2021,Puducherry,128495,126309,1866
16697,18-11-2021,Puducherry,128520,126336,1867
16698,19-11-2021,Puducherry,126368,126368,1867
16699,20-11-2021,Puducherry,128588,126405,1869
16700,22-11-2021,Puducherry,128663,126470,1870
16701,23-11-2021,Puducherry,128680,126506,1870
16702,24-11-2021,Puducherry,128718,126547,1870
16703,25-11-2021,Puducherry,128745,126571,1870
16704,26-11-2021,Puducherry,128794,126604,1872
16705,27-11-2021,Puducherry,128825,126632,1872
16706,28-11-2021,Puducherry,128860,126662,1872
16707,29-11-2021,Puducherry,128881,126697,1872
16708,30-11-2021,Puducherry,128893,126725,1872
16709,01-12-2021,Puducherry,128924,126768,1872
16710,02-12-2021,Puducherry,128965,126803,1873
16711,01-01-1970,Punjab,602349,585539,16557
16712,12-03-2020,Punjab,1,0,0
16713,13-03-2020,Punjab,1,0,0
16714,14-03-2020,Punjab,1,0,0
16715,15-03-2020,Punjab,1,0,0
16716,16-03-2020,Punjab,1,0,0
16717,17-03-2020,Punjab,1,0,0
16718,18-03-2020,Punjab,1,0,0
16719,19-03-2020,Punjab,1,0,0
16720,20-03-2020,Punjab,2,0,1
16721,21-03-2020,Punjab,2,0,1
16722,22-03-2020,Punjab,21,0,1
16723,23-03-2020,Punjab,21,0,1
16724,24-03-2020,Punjab,21,0,1
16725,25-03-2020,Punjab,29,0,1
16726,26-03-2020,Punjab,33,0,1
16727,27-03-2020,Punjab,33,0,1
16728,28-03-2020,Punjab,38,1,1
16729,29-03-2020,Punjab,38,1,1
16730,30-03-2020,Punjab,38,1,1
16731,31-03-2020,Punjab,41,1,3
16732,01-04-2020,Punjab,41,1,3
16733,02-04-2020,Punjab,46,1,4
16734,03-04-2020,Punjab,46,1,4
16735,04-04-2020,Punjab,53,1,5
16736,05-04-2020,Punjab,57,1,5
16737,06-04-2020,Punjab,68,4,6
16738,07-04-2020,Punjab,76,4,6
16739,08-04-2020,Punjab,91,4,7
16740,09-04-2020,Punjab,101,4,8
16741,10-04-2020,Punjab,101,4,8
16742,11-04-2020,Punjab,132,5,11
16743,12-04-2020,Punjab,151,5,11
16744,13-04-2020,Punjab,151,5,11
16745,14-04-2020,Punjab,167,14,11
16746,15-04-2020,Punjab,176,14,12
16747,16-04-2020,Punjab,186,27,13
16748,17-04-2020,Punjab,186,27,13
16749,18-04-2020,Punjab,202,27,13
16750,19-04-2020,Punjab,202,27,13
16751,20-04-2020,Punjab,219,31,16
16752,21-04-2020,Punjab,245,38,16
16753,22-04-2020,Punjab,245,39,16
16754,23-04-2020,Punjab,251,49,16
16755,24-04-2020,Punjab,277,65,16
16756,25-04-2020,Punjab,298,67,17
16757,26-04-2020,Punjab,298,67,17
16758,27-04-2020,Punjab,313,71,18
16759,28-04-2020,Punjab,313,71,18
16760,29-04-2020,Punjab,322,71,19
16761,30-04-2020,Punjab,357,90,19
16762,01-05-2020,Punjab,357,90,19
16763,02-05-2020,Punjab,480,90,19
16764,03-05-2020,Punjab,772,112,20
16765,04-05-2020,Punjab,1102,117,21
16766,05-05-2020,Punjab,1233,121,23
16767,06-05-2020,Punjab,1451,133,25
16768,07-05-2020,Punjab,1516,135,27
16769,08-05-2020,Punjab,1644,149,28
16770,09-05-2020,Punjab,1731,152,29
16771,10-05-2020,Punjab,1762,157,31
16772,11-05-2020,Punjab,1823,166,31
16773,12-05-2020,Punjab,1877,168,31
16774,13-05-2020,Punjab,1914,171,32
16775,14-05-2020,Punjab,1924,200,32
16776,15-05-2020,Punjab,1935,223,32
16777,16-05-2020,Punjab,1935,305,32
16778,17-05-2020,Punjab,1946,1257,32
16779,18-05-2020,Punjab,1964,1366,35
16780,19-05-2020,Punjab,1980,1547,37
16781,20-05-2020,Punjab,2002,1642,38
16782,21-05-2020,Punjab,2005,1794,38
16783,22-05-2020,Punjab,2028,1819,39
16784,23-05-2020,Punjab,2029,1847,39
16785,24-05-2020,Punjab,2045,1870,39
16786,25-05-2020,Punjab,2060,1898,40
16787,26-05-2020,Punjab,2060,1898,40
16788,27-05-2020,Punjab,2106,1918,40
16789,28-05-2020,Punjab,2139,1918,40
16790,29-05-2020,Punjab,2158,1946,40
16791,30-05-2020,Punjab,2197,1949,42
16792,31-05-2020,Punjab,2233,1967,44
16793,01-06-2020,Punjab,2263,1987,45
16794,02-06-2020,Punjab,2301,2000,45
16795,03-06-2020,Punjab,2342,2017,46
16796,04-06-2020,Punjab,2376,2029,47
16797,05-06-2020,Punjab,2415,2043,47
16798,06-06-2020,Punjab,2461,2069,48
16799,07-06-2020,Punjab,2515,2092,50
16800,08-06-2020,Punjab,2608,2106,51
16801,09-06-2020,Punjab,2663,2128,53
16802,10-06-2020,Punjab,2719,2167,55
16803,11-06-2020,Punjab,2805,2232,55
16804,12-06-2020,Punjab,2887,2259,59
16805,13-06-2020,Punjab,2986,2282,63
16806,14-06-2020,Punjab,3063,2327,65
16807,15-06-2020,Punjab,3140,2356,67
16808,16-06-2020,Punjab,3267,2443,71
16809,17-06-2020,Punjab,3371,2461,72
16810,18-06-2020,Punjab,3497,2538,78
16811,19-06-2020,Punjab,3615,2570,83
16812,20-06-2020,Punjab,3832,2636,92
16813,21-06-2020,Punjab,3952,2678,98
16814,22-06-2020,Punjab,4074,2700,99
16815,23-06-2020,Punjab,4235,2825,101
16816,24-06-2020,Punjab,4397,3047,105
16817,25-06-2020,Punjab,4627,3099,113
16818,26-06-2020,Punjab,4769,3192,120
16819,27-06-2020,Punjab,4957,3201,122
16820,28-06-2020,Punjab,5056,3320,128
16821,29-06-2020,Punjab,5216,3526,133
16822,30-06-2020,Punjab,5418,3764,138
16823,01-07-2020,Punjab,5568,3867,144
16824,02-07-2020,Punjab,5668,3867,149
16825,03-07-2020,Punjab,5784,4144,152
16826,04-07-2020,Punjab,5937,4266,157
16827,05-07-2020,Punjab,6109,4306,162
16828,06-07-2020,Punjab,6283,4408,164
16829,07-07-2020,Punjab,6491,4494,169
16830,08-07-2020,Punjab,6749,4554,175
16831,09-07-2020,Punjab,6907,4828,178
16832,10-07-2020,Punjab,7140,4945,183
16833,11-07-2020,Punjab,7357,5017,187
16834,12-07-2020,Punjab,7587,5040,195
16835,13-07-2020,Punjab,7821,5392,199
16836,14-07-2020,Punjab,8178,5586,204
16837,15-07-2020,Punjab,8511,5663,213
16838,16-07-2020,Punjab,8799,5867,221
16839,17-07-2020,Punjab,9094,6277,230
16840,18-07-2020,Punjab,9442,6373,239
16841,19-07-2020,Punjab,9792,6454,246
16842,20-07-2020,Punjab,10100,6535,254
16843,21-07-2020,Punjab,10510,7118,262
16844,22-07-2020,Punjab,10889,7389,263
16845,23-07-2020,Punjab,11301,7641,269
16846,24-07-2020,Punjab,11739,7741,277
16847,25-07-2020,Punjab,12216,8096,282
16848,26-07-2020,Punjab,12684,8297,291
16849,27-07-2020,Punjab,13218,8810,306
16850,28-07-2020,Punjab,13769,9064,318
